province,year,spending_budgetfund,spending_socialsafety,revenue_all,spending_all,spending_centralbond_reissuance,revenue_vehicleoper_tax,revenue_cityconstrtax,revenue_landuse_tax,spending_normalbond_balance,revenue_normalbond_lastyear,spending_debtservice,revenue_debt_onbook,spending_fund_transfer,revenue_budgetfund_transfer,revenue_fund_transfer,revenue_allnontax,spending_foreign,spending_grain,revenue_penalty,revenue_house_tax,revenue_incometax_ind,revenue_agriland_tax,revenue_capitalincome,revenue_lease,revenue_centralbond_reissue,spending_centralbond_balance,revenue_centralbond_lastyear,计划单列市上解省支出,接受其他地区援助收入,spending_health,revenue_donation,spending_RD,total_residual,spending_debtinterest,spending_debt_admin,spending_others,spending_culture,revenue_other_nontax,revenue_other_tax,revenue_incometax_corp,revenue_deed_tax,spending_defense,spending_central_transfer,revenue_residual_lastyear,省补助计划单列市收入,spending_environment,spending_landmanage,spending_agricultureland,spending_housesecure,spending_financialregulation,spending_donation,spending_transportation,spending_regulation,spending_commerce,spending_urbanaffairs,total_balance,spending_security,revenue_landappr_tax,spending_education,revenue_adminfee,revenue_tobacco_tax,revenue_alltax,spending_publicservice,revenue_stamp_tax,revenue_business_tax,spending_specialdonation,spending_budgetbuffer,revenue_vat,revenue_housefund,支出总计,revenue_central_transfer,revenue_specialprogram,revenue_resourcetax,en_province,revenue_vehiclepurch_tax
西藏自治区,2016,43.96,208.47,155.99,1587.97,NA,0.99,8.62,0.19,NA,NA,6.98,12.76,NA,38,13.66,56.94,0.28,2.3,3.44,NA,13,1.72,1.34,27.4,NA,NA,NA,NA,0.05,69.97,0.01,4.81,104.86,1.22,0.01,17.74,34.85,11.69,NA,4.64,NA,2.3,0.34,166.15,NA,33.05,12.34,243.28,51.14,7.86,NA,210.47,45.63,6.87,142.07,1755.86,95.65,1.62,169.64,4.89,NA,99.05,228.04,2.71,15.74,NA,11.74,48.77,0.3,1755.86,1369.25,7.87,1.04,Tibet,NA
新疆维吾尔自治区,2014,31.89,300.85,1282.34,3317.79,NA,10.27,51.92,15.83,NA,NA,30,110,3.41,5.25,73.7,394.54,0.16,18.34,24.77,24.57,48.13,46.16,16.15,56.3,NA,NA,NA,NA,0.02,202.32,NA,40.34,155.1,45.82,NA,137.26,74.32,32.97,NA,90.29,37.04,5.6,6.26,66.21,NA,70.86,41.76,477.27,199.31,1.2,0.56,215.53,56.75,28.42,286.76,3544.53,222.28,32.4,567.2,58.65,NA,887.79,324.88,14.38,282.23,0.07,NA,156.39,NA,3544.53,2007.01,205.71,78.17,Xinjiang,NA
新疆维吾尔自治区,2015,144.5,371.9,1330.85,3804.87,NA,11.84,51.76,14.85,NA,NA,480.94,580,NA,31.17,114.97,469.12,0.17,19.75,26.86,26.62,55.55,49.62,20.07,86.11,NA,NA,NA,NA,0.04,244.01,NA,41.64,142.69,35.88,0.58,93.74,78.96,27.2,NA,92.34,41.93,4.98,7.42,155.1,NA,71.51,41.46,605.34,209.19,1.18,NA,270.75,72.11,52.4,323.04,4580.84,251.95,31.6,647.93,63.56,NA,861.73,366.41,13.42,265.12,NA,0.41,140.72,NA,4580.84,2368.71,245.31,66.36,Xinjiang,NA
新疆维吾尔自治区,2016,110.41,504.38,1298.95,4138.25,NA,13.1,51.73,39.5,NA,1.27,549.8,815,0.04,87.1,87.13,429.77,0.16,28.59,24.38,32.11,61.23,53.21,24.61,173.38,NA,NA,NA,NA,NA,256.43,4.65,44.98,139.45,67.97,0.78,33.69,77.61,26.79,NA,96.87,38.2,5.22,9.54,142.69,NA,65.07,46.64,717.02,181.01,21.36,NA,269.16,94.46,43.22,326.57,4947.49,300.88,41.69,664.52,68.34,NA,869.18,388.53,13.21,115.47,NA,NA,260.24,13.97,4947.49,2515.35,93.65,52.63,Xinjiang,NA
云南省,2014,20.32,584.08,1698.06,4437.98,NA,13.39,118.42,23.98,NA,NA,39,193,14.68,NA,249.99,464.83,0.03,11.93,49.57,34.53,48.18,55.35,0.8,76.77,NA,0.01,0.01,NA,1.5,352.41,65.95,43.15,311.69,116.56,NA,67.46,56.21,NA,0,159.63,60.96,9.41,5.88,212.51,NA,108.88,98.65,594.45,164.84,4.73,0.08,640.16,78.92,29.74,182.22,4827.69,219.66,43.86,674.94,103.58,58.08,1233.23,399.48,17.29,396.31,NA,-1.86,186.11,NA,4827.69,2472.62,168.16,17.13,Yunnan,NA
云南省,2015,174.78,648.69,1808.15,4712.83,0.01,15.49,112.1,25.04,NA,NA,828.4,1001.4,5.09,2.51,278.75,597.61,0.08,17.62,53.27,35.9,44.16,67.06,9.61,113.47,NA,NA,0.01,NA,NA,422.66,NA,48.56,208.38,19.26,0.86,87.92,61.66,80.95,NA,147.44,56.16,7.06,8.32,311.69,NA,134.08,79.67,641.52,210.92,2.32,0.04,604.01,110.19,33.59,183.62,5937.36,242.54,56.34,767.46,95.74,58.65,1210.54,388.51,16.04,367.68,NA,0.46,190.25,NA,5937.36,2534.84,244.58,18.23,Yunnan,NA
云南省,2016,182.97,692.38,1812.29,5018.86,NA,17.54,103.65,30.39,NA,NA,1107.79,1435.3,2.44,133.71,204.65,638.77,0.02,14.45,67.14,37.92,52.54,61.28,25.25,149.98,NA,NA,NA,NA,NA,466.98,9.51,46.86,171.34,35.9,1.28,37.76,77.93,25.82,NA,148.76,52.35,7.2,4.88,208.38,NA,150.13,67.5,712.92,242.3,1.26,NA,487.06,87.16,31.55,216.49,6487.42,293.61,42.63,871.14,103.54,55.5,1173.52,476.98,16.56,167.23,NA,-0.86,369.93,32.08,6487.42,2693.09,225.45,17.24,Yunnan,NA
浙江省,2014,334.66,435.54,4122.02,5159.57,0.31,38.46,246.11,121.04,NA,NA,39,165,6.55,95.95,269.97,268.06,NA,14.59,93.64,158.43,217.54,63.24,-56,50.43,NA,NA,0.31,NA,NA,433.8,NA,207.99,740.88,9.66,NA,120.18,115.36,17.76,NA,635.25,267.09,7.93,151.04,811.52,NA,120.65,38.06,524.59,99.82,10.13,19.2,388.33,191.68,103.63,389.01,6458.82,370.69,205.72,1030.99,33.9,0.02,3853.96,527.74,61.77,1086.58,1.17,25.63,743.4,NA,6458.82,994.05,128.33,9.3,Zhejiang,NA
浙江省,2015,805.69,541.7,4809.94,6645.98,NA,42.96,274.92,132.86,NA,NA,1562.01,1758.51,NA,760.18,657.18,641.72,NA,24.67,107.76,179.98,265.74,62.51,61.53,95.52,NA,NA,NA,NA,NA,485.5,NA,250.79,660.52,20.43,1.83,96.86,165.38,9.82,NA,662.21,243.37,9.2,152.22,740.88,NA,167.89,91.66,739.08,140.73,30.51,21.57,553.65,346.8,143.57,541.21,9814.7,423.55,210.16,1264.93,43.47,0.01,4168.22,584.45,70.73,1201.33,0.05,11.78,809.91,NA,9814.7,1088.01,446.68,11.53,Zhejiang,NA
浙江省,2016,500.53,631.19,5301.98,6974.25,NA,46.71,300.65,134.13,NA,NA,1774.51,2213.67,NA,410.64,428.6,761.89,NA,18.71,123.4,184.3,317.1,82.65,-61.95,133.35,NA,NA,NA,NA,NA,542.44,0.82,269.04,644.17,86.81,2.29,76.79,158.72,9.04,NA,704.87,304.79,8.52,154.04,660.52,NA,161.4,45.88,722.41,160.86,10.33,22.8,463.75,191.02,133.51,788.93,10051.32,518.58,234.55,1300.03,49,0.01,4540.08,660.26,67.58,678.78,2.05,1.77,1472.21,34.21,10051.32,1035.91,474.02,11.76,Zhejiang,NA
安徽省,2017,NA,862.53,2812.45,6203.81,NA,20.77,121.21,143.62,NA,NA,NA,NA,NA,NA,NA,841.77,NA,25.69,60.05,59.33,79.41,NA,63.33,271.37,NA,NA,NA,NA,NA,597.74,NA,260.41,NA,74.77,NA,6.5,80.94,55.64,NA,274.73,244.3,5.55,NA,NA,NA,198.64,56.09,681.91,222.52,13.55,NA,230.37,106.11,34.71,1013.8,NA,258.39,120.85,1014.91,152.33,1.03,1970.68,453.28,28.51,NA,NA,NA,803.36,NA,NA,NA,239.05,21.45,Anhui,52.12
北京市,2017,NA,795.38,5430.79,6824.53,NA,33.1,225.41,19.92,NA,NA,NA,NA,NA,NA,NA,754.11,NA,12.04,49.19,273.11,643.2,NA,NA,120.42,NA,NA,NA,NA,NA,427.87,NA,361.76,NA,49.73,NA,111.89,208.96,56.51,NA,1229.8,197.46,9.96,NA,NA,NA,458.44,24.11,518.35,148,12.93,NA,446.48,155.24,53.73,1034.14,NA,467.99,288.99,964.62,65.68,NA,4676.68,493.24,90,NA,NA,NA,1671.9,NA,NA,NA,462.3,1.08,Beijing,2.72
重庆市,2017,NA,702.82,2252.38,4336.28,NA,12.7,83.55,147,NA,NA,NA,NA,NA,NA,NA,776.05,0.13,12.57,44.02,64.9,72.73,NA,NA,332.01,NA,NA,NA,NA,NA,353.79,NA,59.31,NA,52.64,NA,4.1,48.89,44.47,NA,203.34,178.57,4.84,NA,NA,NA,154.95,54.14,347.57,112.78,1.67,NA,287.97,92.25,60.66,815.64,NA,235.91,83.95,626.3,263.08,2.39,1476.33,304.55,31.95,NA,NA,NA,537.05,NA,NA,NA,92.47,14.78,Chongqing,43.41
福建省,2017,NA,394.56,2809.03,4684.15,NA,19.38,112.28,44.41,NA,NA,NA,NA,NA,NA,NA,756.39,NA,25.01,64.07,79.01,150.55,NA,49.12,243.74,NA,NA,NA,NA,NA,420.44,NA,99.44,NA,63.64,NA,74.48,87.34,48.59,0,381.82,167.57,5.14,NA,NA,NA,120.65,48.6,447.7,91.59,13.8,NA,263.68,172.88,67.81,728.08,NA,330.02,274.25,842.21,101.72,6.95,2052.64,380.84,36.18,NA,NA,NA,754.39,NA,NA,NA,249.17,9.89,Fujian,15.96
甘肃省,2017,NA,468.16,815.73,3304.44,NA,11.99,45.59,19.4,NA,NA,NA,NA,NA,NA,NA,268.59,NA,9.49,27.49,21.04,27.33,NA,1.57,72.67,NA,NA,NA,NA,NA,289.24,NA,25.83,NA,35.84,NA,21.72,64.59,35.49,NA,67.24,22.55,2.46,NA,NA,NA,102.2,57.69,520.79,133.84,0.37,NA,285.75,49.09,25.14,166.9,NA,170.38,28.84,567.35,55.26,0.12,547.14,307.23,8.75,NA,NA,NA,270.76,NA,NA,NA,76.11,16.73,Gansu,6.81
广东省,2017,NA,1423.33,11320.35,15037.48,NA,84.35,534.97,111.98,NA,NA,NA,NA,NA,NA,NA,2448.46,0.26,58.51,224.67,299.46,755.91,NA,39.16,554.39,NA,NA,NA,NA,NA,1307.56,NA,823.89,NA,115.25,NA,96.18,285.87,470.94,NA,1767.83,578.75,11.85,NA,NA,NA,433.23,156.54,754.4,762.03,20.65,NA,848.4,402.6,91.73,2180.53,NA,1214.04,839.11,2575.52,285.37,1.38,8871.89,1355.6,142.29,NA,NA,NA,3675.43,NA,NA,NA,873.93,14.18,Guangdong,66.26
广西壮族自治区,2017,NA,678.65,1615.13,4908.55,NA,17.22,68.28,31.11,NA,NA,NA,NA,NA,NA,NA,557.44,0.01,19.5,45.08,32.67,50.19,NA,69.06,161.69,NA,NA,NA,NA,NA,512.31,NA,60.04,NA,68.55,NA,8.49,64.36,49.68,NA,127.75,101.35,8.78,NA,NA,NA,85.11,57.03,646.87,140.38,3.48,NA,244.09,82.82,38.69,529.69,NA,283.17,72.79,920.2,97.14,1.02,1057.69,455.35,19.11,NA,NA,NA,428.99,NA,NA,NA,134.8,16.78,Guangxi,90.43
贵州省,2017,NA,498.74,1613.84,4612.52,NA,11.84,67.26,37.9,NA,NA,NA,NA,NA,NA,NA,434.11,NA,9.02,50,38.61,48.55,NA,25.32,133.71,NA,NA,NA,NA,NA,436.21,NA,87.72,NA,116.16,NA,59.3,64.73,60.02,NA,146.67,89.29,4.4,NA,NA,NA,125.39,46.38,612.05,251.86,0.74,NA,336.91,97.96,30.16,198.82,NA,268.09,108.66,901.96,73.81,12.04,1179.73,464.83,17.31,NA,NA,NA,417.73,NA,NA,NA,91.25,30.77,Guizhou,153.1
海南省,2017,NA,183.08,674.11,1443.97,NA,3.88,29.23,28.2,NA,NA,NA,NA,NA,NA,NA,130.54,0.96,4.18,10.87,19.45,28.95,NA,2.87,36.94,NA,NA,NA,NA,NA,127.37,NA,12.47,NA,30.29,NA,10.27,29.86,8.9,NA,83.48,36.95,5.14,NA,NA,NA,35.72,25.56,198.42,55.36,0.88,NA,136.9,26.2,12.36,119.92,NA,85.72,98.66,220.87,17.56,NA,543.56,122.13,9.13,NA,NA,NA,201.27,NA,NA,NA,53.41,3.41,Hainan,0.95
河北省,2017,NA,976.88,3233.83,6639.18,NA,41.86,129,112.14,NA,NA,NA,NA,NA,NA,NA,1034.48,NA,18.97,148.75,62.21,92.29,NA,28,343.78,NA,NA,NA,NA,NA,605.1,NA,69.08,NA,115.36,NA,60.96,103.19,76.18,NA,351.75,181.08,8.81,NA,NA,NA,353.45,118.39,782.91,175.12,4.09,NA,352.42,114.05,39.2,455.35,NA,367.55,168.7,1276.55,189.16,0.09,2199.35,633.18,43.02,NA,NA,NA,913.73,NA,NA,NA,248.61,44.98,Hebei,58.5
黑龙江省,2017,NA,928.55,1243.31,4641.08,NA,19.4,58.08,75.21,NA,NA,NA,NA,NA,NA,NA,341.41,NA,48.32,45.99,38.27,41.46,NA,28.01,113.78,NA,NA,NA,NA,NA,297.17,NA,46.91,NA,55.18,NA,4.82,53.56,25.52,NA,102.38,58.23,5.34,NA,NA,NA,193.2,47.83,815.16,265.15,2.92,NA,252.56,70.35,18.28,456.7,NA,223.39,63.41,573.11,62.37,1.48,901.91,279.08,11.75,NA,NA,NA,357.74,NA,NA,NA,65.74,53.59,Heilongjiang,20.92
河南省,2017,NA,1160.23,3407.22,8215.52,NA,39.63,131.43,116.22,NA,NA,NA,NA,NA,NA,NA,1077.91,NA,35.19,115.76,65.12,86.31,NA,77.55,240.51,NA,NA,NA,NA,NA,836.66,NA,137.94,NA,99.78,NA,28.52,97.52,110.23,NA,332.02,208.54,5.98,NA,NA,NA,241.65,65.86,916.81,248.12,18.99,NA,296.17,104.08,34.57,1122.67,NA,417.11,192.24,1493.11,250.6,8.12,2329.31,850.29,36.04,NA,NA,NA,888.93,NA,NA,NA,283.27,35.57,Henan,189.15
湖北省,2017,NA,1092.3,3248.32,6801.26,NA,24.5,162.73,67.66,NA,NA,NA,NA,NA,NA,NA,1000.49,NA,34.36,82.16,82.67,121.94,NA,31.6,258.23,NA,NA,NA,NA,NA,614.69,NA,234.27,NA,101.49,NA,23.38,95.26,83.83,NA,349.62,204.87,3.56,NA,NA,NA,139.71,90.68,714.73,249.55,4.26,NA,306.31,174.28,33.71,693.61,NA,397.54,215.8,1101.35,348.3,2.91,2247.82,688.85,33.95,NA,NA,NA,860.67,NA,NA,NA,196.38,14.15,Hubei,106.37
湖南省,2017,NA,1017.9,2757.82,6869.39,NA,22.01,157.3,73.62,NA,NA,NA,NA,NA,NA,NA,998.69,NA,28.96,96.81,58.04,90.21,NA,9.27,388.4,NA,NA,NA,NA,NA,585.98,NA,91.42,NA,127.76,NA,28.76,148.83,195.39,NA,201.94,220.42,12.93,NA,NA,NA,173.28,96.01,782.42,248.97,12.47,NA,332.08,168.29,56.56,716.54,NA,371.77,129.44,1115.33,133.38,8.88,1759.13,747.05,24.56,NA,NA,NA,702.15,NA,NA,NA,175.44,9.59,Hunan,60.96
内蒙古自治区,2017,NA,704.14,1703.21,4529.93,NA,19.11,66.89,81.19,NA,NA,NA,NA,NA,NA,NA,416.3,0.06,19.91,44.39,51.64,56.22,NA,11.12,94.38,NA,NA,NA,NA,NA,323.48,NA,33.67,NA,119.14,NA,38.7,116.79,20.48,NA,128.82,34.88,4.34,NA,NA,NA,143.67,51.98,807.71,164.31,19.43,NA,344.38,94.24,41.84,340.12,NA,250.09,22.42,561.85,131.96,0.11,1286.91,349.1,19.02,NA,NA,NA,513.76,NA,NA,NA,113.98,204.03,Inner Mongolia,88.81
江苏省,2017,NA,1043.4,8171.53,10621.03,NA,52.24,431.82,202.72,NA,NA,NA,NA,NA,NA,NA,1687.21,NA,30.98,136.46,291.19,386.82,NA,NA,465.89,NA,NA,NA,NA,NA,789.52,NA,428.01,NA,157.02,NA,64.31,194.37,171.29,0.09,1145.19,488.2,17.1,NA,NA,NA,292.1,117.18,918.22,351.81,13.59,NA,482.13,347.58,112.56,1500.54,NA,717.07,458.93,1979.57,420.51,NA,6484.33,1022.75,95.9,NA,NA,NA,2864.23,NA,NA,NA,493.05,14,Jiangsu,53
江西省,2017,NA,663.93,2247.06,5111.47,NA,13.93,89.34,55.48,NA,NA,NA,NA,NA,NA,NA,732.05,0,17.11,97.22,40.24,69.64,NA,3.12,261.56,NA,NA,NA,NA,NA,492.59,NA,120.09,NA,57.57,NA,57.87,74.65,71.3,NA,182.23,168.18,5.68,NA,NA,NA,143.4,40.09,607.71,151.04,7.12,NA,228.91,215.8,34.6,516.06,NA,255.74,118.05,940.57,175.98,2.6,1515.01,477.17,21.95,NA,NA,NA,615.72,NA,NA,NA,122.88,59.64,Jiangxi,78.01
吉林省,2017,NA,550.8,1210.91,3725.72,NA,16.09,66.62,31.03,NA,NA,NA,NA,NA,NA,NA,356.88,NA,48.73,33.85,33.33,46.35,NA,18.28,86.88,NA,NA,NA,NA,NA,279.22,NA,46.84,NA,55.36,NA,6.52,70.69,36.19,NA,144.61,70.62,5.06,NA,NA,NA,115.12,67.88,554.77,128.04,6.94,NA,257.33,88.5,31.14,394.45,NA,212.44,31.03,508.09,85.73,0.77,854.03,294.5,13.86,NA,NA,NA,371.4,NA,NA,NA,95.95,8.48,Jilin,19.83
辽宁省,2017,NA,1340.54,2392.77,4879.42,NA,34.31,129.77,139.1,NA,NA,NA,NA,NA,NA,NA,580.35,NA,21.89,106.76,95.22,90.41,NA,5.1,153.51,NA,NA,NA,NA,NA,336.63,NA,57.38,NA,152.18,NA,28.73,86.44,45.13,NA,278.41,105.42,6.14,NA,NA,NA,106.53,45.78,459.23,124.77,2.18,NA,215.16,105.9,31.77,409.64,NA,301.66,65.74,648.06,120.67,1.28,1812.42,386.04,31.44,NA,NA,NA,785.76,NA,NA,NA,149.18,42.28,Liaoning,13.27
宁夏回族自治区,2017,NA,162.32,417.59,1372.78,NA,4.24,17.52,12.34,NA,NA,NA,NA,NA,NA,NA,147.29,NA,3.51,8.63,12.15,15.05,NA,14.31,61.14,NA,NA,NA,NA,NA,97.98,NA,25.55,NA,30.38,NA,3.75,22.82,12.99,NA,26.14,13.5,0.66,NA,NA,NA,57.61,10.66,222.39,60.32,3.48,NA,100.82,45.17,16.62,187,NA,64.59,8.59,170.65,18.56,0.01,270.3,86.15,6.15,NA,NA,NA,125.42,NA,NA,NA,31.66,18.57,Ningxia,10.63
青海省,2017,NA,209.57,246.2,1530.44,NA,2.73,12.19,4.58,NA,NA,NA,NA,NA,NA,NA,62.23,NA,5.41,6.41,6.53,8.96,NA,0.73,25.15,NA,NA,NA,NA,NA,125.21,NA,11.94,NA,42.43,NA,5.38,37.58,5.14,NA,23.25,4.6,0.99,NA,NA,NA,60.93,39.1,233.12,67.32,2.88,NA,95.38,36.35,17.7,137,NA,90.04,4.6,187.51,9.23,NA,183.96,123.85,3.57,NA,NA,NA,89.36,NA,NA,NA,15.58,18.57,Qinghai,5.03
山东省,2017,NA,1131.96,6098.63,9258.4,NA,69.37,261.82,398.18,NA,NA,NA,NA,NA,NA,NA,1679.23,0.03,27.77,180.23,157.81,186.73,NA,30.66,755.61,NA,NA,NA,NA,NA,829.27,NA,195.77,NA,152.72,NA,32.52,141.9,82.06,NA,620.3,312.52,15.99,NA,NA,NA,236.84,144.63,953.59,309.89,22.75,NA,367.31,198.65,83.96,1075.92,NA,566.05,367.18,1890,320.28,1.96,4419.4,857.51,74.78,NA,NA,NA,1705.96,NA,NA,NA,310.39,99.56,Shandong,163.24
上海市,2017,NA,1061.03,6642.26,7547.62,NA,27.46,271.56,47.58,NA,NA,NA,NA,NA,NA,NA,776.75,NA,18.15,61.51,203.69,692.46,NA,NA,234.21,NA,NA,NA,NA,NA,412.18,NA,389.9,NA,69.15,NA,56.02,191.32,35.93,NA,1402.3,271.55,9.75,NA,NA,NA,224.66,81.99,456.53,286.01,26.37,NA,428.84,566.79,141.27,1531.42,NA,356.12,387.73,874.1,100.81,NA,5865.51,320.7,94.9,NA,NA,NA,2460.39,NA,NA,NA,344.29,0.01,Shanghai,5.89
陕西省,2017,NA,718.22,2006.69,4833.19,NA,19.01,100.36,36.71,NA,NA,NA,NA,NA,NA,NA,521.11,NA,18.3,41.6,44.72,79.05,NA,32.57,136.18,NA,NA,NA,NA,NA,418.27,NA,79.34,NA,72.4,NA,14.63,121.95,48,NA,176.54,72.56,4.45,NA,NA,NA,162.52,53.15,545.4,199.36,17.67,NA,304.03,93.46,42.78,477.73,NA,241.82,44.82,828.25,103.17,1.24,1485.58,417.34,23.91,NA,NA,NA,690.85,NA,NA,NA,159.59,144.66,Shannxi,51.15
山西省,2017,NA,646.63,1867,3756.42,NA,20.84,69.76,35.59,NA,NA,NA,NA,NA,NA,NA,469.57,NA,16.83,43.28,34.39,47.9,NA,3.63,176.6,NA,NA,NA,NA,NA,321.34,NA,50.25,NA,42.41,NA,38.18,71.92,51.28,NA,174.42,38.68,3.67,NA,NA,NA,128.87,119.96,477.91,138.19,7.19,NA,164.79,73.01,19.52,281.91,NA,216,43.63,620.67,78.92,0.26,1397.43,314.07,24.07,NA,NA,NA,623.11,NA,NA,NA,115.86,272.69,Shanxi,12.08
四川省,2017,NA,1501.35,3577.99,8694.76,NA,32.88,150.59,72.05,NA,NA,NA,NA,NA,NA,NA,1147.66,0.02,32.41,78.41,88.66,152.74,NA,38.85,422.45,NA,NA,NA,NA,NA,831.46,NA,106.57,NA,96.89,NA,38.2,142.46,173.89,NA,359.38,209.95,11.43,NA,NA,NA,197.75,80.35,1023.13,325.16,14.13,NA,526.68,300.43,81.21,724.79,NA,471.42,172.19,1389.2,211.32,7.9,2430.32,793.3,38.25,NA,NA,NA,1010.19,NA,NA,NA,222.75,30.41,Sichuan,105.12
天津市,2017,NA,459.58,2310.36,3282.54,NA,11.15,97.26,18.59,NA,NA,NA,NA,NA,NA,NA,698.4,NA,5.82,35.78,76.45,116.51,NA,7.64,82.05,NA,NA,NA,NA,NA,182.1,NA,115.99,NA,30.02,NA,53.2,57.94,98.14,NA,310.14,151,3.59,NA,NA,NA,110.22,21.92,158.36,64.08,5.52,NA,87.69,123.5,53.44,882.35,NA,207.42,126.6,434.59,181.02,NA,1611.96,209.02,36.34,NA,NA,NA,654.54,NA,NA,NA,293.77,2.56,Tianjin,10.82
西藏自治区,2017,NA,155.86,185.83,1681.94,NA,1.17,11.02,0.21,NA,NA,NA,NA,NA,NA,NA,63.13,0.22,2.38,4.37,NA,18.62,NA,-0.28,20.16,NA,NA,NA,NA,NA,93.8,NA,8.49,NA,1.37,NA,15.47,44.93,16.46,NA,4.74,NA,1.94,NA,NA,NA,46.64,8.36,238.09,38.38,15.51,NA,200.34,62.07,8.56,165.99,NA,102.71,1.41,227.2,6.83,NA,122.7,243.55,3.57,NA,NA,NA,78.94,NA,NA,NA,15.59,1.93,Tibet,1.09
新疆维吾尔自治区,2017,NA,526,1466.52,4637.24,NA,14.79,59.88,43.39,NA,NA,NA,NA,NA,NA,NA,522.14,0.38,10.48,35.85,37.12,64.78,NA,18.46,232.69,NA,NA,NA,NA,NA,266.71,NA,42.81,NA,85.09,NA,65.94,80.4,37.06,NA,114.27,33.89,6.38,NA,NA,NA,54.66,49.59,612.49,234.48,4.43,NA,261.9,236.52,36.32,329.3,NA,576.39,33.26,722.59,74.76,NA,944.38,433.47,16.51,NA,NA,NA,409.15,NA,NA,NA,123.32,69.06,Xinjiang,48.28
云南省,2017,NA,750.33,1886.17,5712.97,NA,20.07,112.32,37.11,NA,NA,NA,NA,NA,NA,NA,652.32,0,15.02,58.79,41.96,69.15,NA,1.98,231.19,NA,NA,NA,NA,NA,546.99,NA,53.42,NA,81.1,NA,36.18,71.3,56.82,NA,161.19,63.36,5.99,NA,NA,NA,179.48,60.3,674.82,213.62,4.38,NA,511.24,62.47,28.69,464.75,NA,343.26,50.53,998.33,100.71,53.16,1233.85,609.83,19.55,NA,NA,NA,527.91,NA,NA,NA,202.84,24.56,Yunnan,52.99
浙江省,2017,NA,801.78,5804.38,7530.32,NA,51.59,329.09,116.29,NA,NA,NA,NA,NA,NA,NA,863.64,NA,16.77,123.66,195.35,395.24,NA,-43.96,211.04,NA,NA,NA,NA,NA,584.17,NA,303.5,NA,143.7,NA,44.24,159.66,36.35,NA,822.19,381.59,8.15,NA,NA,NA,190.15,67.95,696.69,169.78,10.47,NA,320.53,193.54,140.38,910.17,NA,548.44,288.9,1430.15,68.99,0.02,4940.74,765.03,81.57,NA,NA,NA,2201.37,NA,NA,NA,467.56,12.58,Zhejiang,64.97
